Unnamed: 0,Unnamed: 1,Sample Data - Power BI,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,9,13,0,2021-01-07 00:00:00,10451,155,1307
,,17,2,12,2021-01-07 00:00:00,11228,236,388
,,16,23,7,2021-01-07 00:00:00,3073,137,129
,,0,6,2,2021-01-07 00:00:00,5467,109,288
,,5,11,20,2021-01-07 00:00:00,4067,272,226
,,7,2,14,2021-01-08 00:00:00,2814,69,149
,,22,22,7,2021-01-08 00:00:00,2716,299,105
,,13,0,15,2021-01-08 00:00:00,3570,61,325
,,15,14,2,2021-01-08 00:00:00,9562,123,479
,,21,22,17,2021-01-08 00:00:00,2373,2,104
,,5,14,7,2021-01-08 00:00:00,2807,236,123
,,3,11,13,2021-01-08 00:00:00,420,196,14
,,6,24,19,2021-01-08 00:00:00,8239,157,515
,,9,9,0,2021-01-08 00:00:00,6797,114,486
,,13,3,2,2021-01-08 00:00:00,6048,56,319
,,9,6,19,2021-01-08 00:00:00,364,14,21
,,2,18,22,2021-01-08 00:00:00,6496,15,406
,,22,5,15,2021-01-08 00:00:00,1057,45,106
,,5,4,19,2021-01-08 00:00:00,357,185,17
,,5,12,9,2021-01-08 00:00:00,6419,359,257
,,5,13,21,2021-01-08 00:00:00,12726,179,579
,,19,24,2,2021-01-11 00:00:00,6006,109,376
,,16,23,3,2021-01-11 00:00:00,5124,33,285
,,24,15,13,2021-01-11 00:00:00,2709,188,113
,,1,6,13,2021-01-11 00:00:00,7238,67,315
,,6,8,22,2021-01-12 00:00:00,6776,68,424
,,11,23,13,2021-01-12 00:00:00,189,123,8
,,5,11,11,2021-01-12 00:00:00,4669,217,390
,,1,7,1,2021-01-12 00:00:00,490,188,35
,,5,0,1,2021-01-12 00:00:00,4235,76,283
,,12,24,9,2021-01-12 00:00:00,4487,161,187
,,7,19,6,2021-01-12 00:00:00,2653,147,332
,,25,15,21,2021-01-12 00:00:00,5306,5,253
,,19,5,0,2021-01-12 00:00:00,6888,112,689
,,5,15,16,2021-01-12 00:00:00,721,45,24
,,8,21,21,2021-01-12 00:00:00,8610,124,345
,,3,24,11,2021-01-12 00:00:00,11739,22,903
,,19,14,15,2021-01-13 00:00:00,4774,206,341
,,3,7,0,2021-01-13 00:00:00,6307,123,789
,,18,13,3,2021-01-13 00:00:00,4340,168,217
,,0,21,1,2021-01-13 00:00:00,1078,76,77
,,12,16,5,2021-01-13 00:00:00,5418,287,247
,,10,24,8,2021-01-13 00:00:00,6069,268,434
,,16,5,8,2021-01-13 00:00:00,12334,119,686
,,5,16,9,2021-01-13 00:00:00,728,234,32
,,18,14,6,2021-01-13 00:00:00,2135,179,165
,,14,22,2,2021-01-13 00:00:00,2121,130,89
,,15,4,13,2021-01-14 00:00:00,6881,10,222
,,22,15,9,2021-01-14 00:00:00,1239,97,50
,,19,12,14,2021-01-14 00:00:00,3598,365,257
,,17,19,20,2021-01-14 00:00:00,6580,210,347
,,5,4,21,2021-01-14 00:00:00,1127,97,54
,,13,8,17,2021-01-14 00:00:00,3605,345,139
,,0,15,4,2021-01-14 00:00:00,5096,201,196
,,4,24,3,2021-01-14 00:00:00,2135,183,98
,,12,24,19,2021-01-14 00:00:00,35,142,3
,,11,14,1,2021-01-14 00:00:00,13090,17,935
,,9,4,20,2021-01-14 00:00:00,15785,209,1128
,,20,0,11,2021-01-14 00:00:00,14574,86,810
,,11,9,7,2021-01-14 00:00:00,3556,195,143
,,7,11,11,2021-01-14 00:00:00,14532,142,969
,,24,9,7,2021-01-14 00:00:00,4445,340,159
,,21,11,13,2021-01-14 00:00:00,10339,207,357
,,10,15,4,2021-01-14 00:00:00,1351,282,55
,,7,22,6,2021-01-14 00:00:00,4011,260,335
,,21,23,11,2021-01-14 00:00:00,5306,333,483
,,22,24,4,2021-01-14 00:00:00,18704,78,585
,,18,13,20,2021-01-14 00:00:00,9310,62,582
,,25,15,10,2021-01-14 00:00:00,1211,37,61
,,0,13,19,2021-01-15 00:00:00,3094,317,148
,,21,3,19,2021-01-15 00:00:00,4949,244,248
,,6,22,3,2021-01-15 00:00:00,308,91,19
,,11,21,7,2021-01-15 00:00:00,7546,49,329
,,15,11,2,2021-01-15 00:00:00,6713,422,373
,,8,15,7,2021-01-15 00:00:00,6895,318,300
,,7,3,14,2021-01-15 00:00:00,3430,120,202
,,18,22,22,2021-01-18 00:00:00,4165,61,348
,,4,2,5,2021-01-18 00:00:00,2380,209,159
,,10,16,22,2021-01-18 00:00:00,6594,114,413
,,25,18,19,2021-01-18 00:00:00,1428,55,76
,,2,0,9,2021-01-18 00:00:00,2646,150,116
,,3,2,13,2021-01-18 00:00:00,238,364,11
,,22,12,19,2021-01-18 00:00:00,945,298,50
,,11,16,21,2021-01-18 00:00:00,9436,102,337
,,21,17,21,2021-01-18 00:00:00,4081,116,152
,,25,11,3,2021-01-18 00:00:00,10556,25,587
,,1,5,22,2021-01-18 00:00:00,2331,38,167
,,11,19,16,2021-01-19 00:00:00,896,346,32
,,20,21,12,2021-01-19 00:00:00,4214,314,169
,,20,13,15,2021-01-19 00:00:00,2121,90,177
,,24,14,2,2021-01-19 00:00:00,1029,386,47
,,5,14,14,2021-01-19 00:00:00,15407,103,771
,,10,22,7,2021-01-19 00:00:00,10129,134,406
,,12,24,20,2021-01-19 00:00:00,16380,203,1092
,,22,14,22,2021-01-19 00:00:00,3899,102,279
,,9,13,21,2021-01-19 00:00:00,12075,264,432
,,11,11,12,2021-01-19 00:00:00,10696,115,428
,,2,11,5,2021-01-19 00:00:00,4039,436,238
,,17,8,17,2021-01-19 00:00:00,5250,410,202
,,18,8,3,2021-01-19 00:00:00,8113,25,508
,,5,23,10,2021-01-19 00:00:00,161,95,10
,,14,4,21,2021-01-19 00:00:00,8218,205,294
,,6,12,6,2021-01-19 00:00:00,742,80,53
,,10,5,4,2021-01-19 00:00:00,3087,193,111
,,5,2,12,2021-01-19 00:00:00,5110,131,155
,,25,22,19,2021-01-19 00:00:00,5873,164,267
,,11,16,14,2021-01-19 00:00:00,4641,301,357
,,25,15,17,2021-01-20 00:00:00,1155,34,45
,,3,4,0,2021-01-20 00:00:00,784,247,49
,,4,15,14,2021-01-20 00:00:00,5369,16,384
,,3,1,10,2021-01-20 00:00:00,343,338,18
,,3,23,1,2021-01-20 00:00:00,7007,38,584
,,16,2,6,2021-01-20 00:00:00,126,127,13
,,19,21,3,2021-01-20 00:00:00,3073,57,134
,,2,3,8,2021-01-21 00:00:00,7805,86,488
,,0,16,4,2021-01-21 00:00:00,3087,14,124
,,12,22,8,2021-01-21 00:00:00,9030,85,452
,,25,24,20,2021-01-21 00:00:00,7805,6,411
,,17,8,4,2021-01-21 00:00:00,6979,38,233
,,2,21,9,2021-01-21 00:00:00,11284,39,513
,,21,6,13,2021-01-21 00:00:00,2408,106,90
,,10,16,0,2021-01-21 00:00:00,5299,86,332
,,3,10,16,2021-01-21 00:00:00,6293,158,234
,,5,12,5,2021-01-21 00:00:00,280,408,17
,,9,21,2,2021-01-21 00:00:00,644,483,30
,,14,0,8,2021-01-21 00:00:00,2191,65,110
,,19,9,8,2021-01-21 00:00:00,427,267,26
,,8,13,20,2021-01-21 00:00:00,5537,346,426
,,17,0,3,2021-01-21 00:00:00,742,264,31
,,24,19,2,2021-01-21 00:00:00,4200,457,248
,,5,16,6,2021-01-21 00:00:00,5299,203,442
,,5,5,7,2021-01-21 00:00:00,3829,286,160
,,20,9,12,2021-01-21 00:00:00,5747,70,192
,,6,15,2,2021-01-21 00:00:00,2345,199,147
,,15,22,15,2021-01-22 00:00:00,4312,181,616
,,4,15,2,2021-01-22 00:00:00,1358,68,68
,,1,24,15,2021-01-22 00:00:00,13146,85,1644
,,9,6,22,2021-01-22 00:00:00,12047,295,927
,,5,19,20,2021-01-22 00:00:00,5971,44,460
,,19,9,0,2021-01-22 00:00:00,3038,280,254
,,20,10,16,2021-01-22 00:00:00,8022,167,268
,,19,7,6,2021-01-22 00:00:00,2226,1,248
,,3,19,7,2021-01-22 00:00:00,2366,470,79
,,22,0,0,2021-01-22 00:00:00,8386,194,599
,,10,7,16,2021-01-22 00:00:00,13230,261,576
,,21,10,5,2021-01-22 00:00:00,1771,151,111
,,12,16,19,2021-01-22 00:00:00,3416,458,228
,,21,16,2,2021-01-22 00:00:00,15197,11,634
,,5,22,6,2021-01-22 00:00:00,5971,59,498
,,7,16,15,2021-01-22 00:00:00,13335,227,1667
,,24,1,8,2021-01-22 00:00:00,4613,54,210
,,15,21,11,2021-01-22 00:00:00,10430,110,580
,,20,24,5,2021-01-22 00:00:00,168,94,10
,,4,16,3,2021-01-22 00:00:00,4606,256,192
,,11,16,22,2021-01-22 00:00:00,1491,193,136
,,7,21,3,2021-01-25 00:00:00,12194,302,509
,,15,16,19,2021-01-25 00:00:00,10122,206,533
,,0,18,3,2021-01-25 00:00:00,1841,164,88
,,19,10,15,2021-01-25 00:00:00,6958,337,580
,,14,8,3,2021-01-25 00:00:00,749,323,35
,,19,23,19,2021-01-25 00:00:00,3507,48,195
,,21,22,6,2021-01-25 00:00:00,7294,122,562
,,3,2,11,2021-01-25 00:00:00,5040,219,420
,,3,14,16,2021-01-25 00:00:00,3913,257,157
,,0,24,0,2021-01-25 00:00:00,3598,101,300
,,2,11,21,2021-01-25 00:00:00,8911,302,319
,,5,3,17,2021-01-25 00:00:00,42,35,2
,,12,2,8,2021-01-25 00:00:00,2282,222,109
,,24,1,3,2021-01-25 00:00:00,12964,242,541
,,0,19,20,2021-01-25 00:00:00,5775,219,361
,,19,22,21,2021-01-25 00:00:00,10787,100,400
,,20,12,8,2021-01-25 00:00:00,6342,115,374
,,8,21,17,2021-01-25 00:00:00,11564,46,463
,,10,17,19,2021-01-25 00:00:00,2793,37,156
,,17,1,1,2021-01-25 00:00:00,1603,81,134
,,6,0,5,2021-01-25 00:00:00,3052,357,180
,,15,1,8,2021-01-25 00:00:00,1659,82,83
,,1,15,14,2021-01-25 00:00:00,3143,82,210
,,7,5,8,2021-01-25 00:00:00,12782,212,609
,,18,9,1,2021-01-25 00:00:00,343,313,32
,,3,15,22,2021-01-25 00:00:00,1785,216,138
,,3,1,15,2021-01-25 00:00:00,4914,46,615
,,17,4,22,2021-01-26 00:00:00,1869,242,208
,,25,2,21,2021-01-26 00:00:00,8512,173,387
,,24,23,15,2021-01-26 00:00:00,9296,1,716
,,20,18,9,2021-01-26 00:00:00,6034,229,263
,,13,14,4,2021-01-26 00:00:00,9471,166,365
,,16,2,17,2021-01-26 00:00:00,3815,146,166
,,1,15,10,2021-01-26 00:00:00,9485,140,527
,,19,24,16,2021-01-26 00:00:00,3549,78,132
,,25,10,15,2021-01-26 00:00:00,1512,61,117
,,12,19,16,2021-01-26 00:00:00,2296,113,96
,,11,14,13,2021-01-27 00:00:00,17402,43,697
,,16,16,11,2021-01-27 00:00:00,11816,160,844
,,21,9,16,2021-01-27 00:00:00,10612,232,425
,,1,17,13,2021-01-27 00:00:00,5558,263,192
,,18,16,19,2021-01-27 00:00:00,14056,148,781
,,0,17,16,2021-01-27 00:00:00,5131,171,166
,,19,11,3,2021-01-27 00:00:00,1477,352,87
,,6,12,19,2021-01-27 00:00:00,7686,72,549
,,24,10,2,2021-01-27 00:00:00,8722,35,460
,,5,23,16,2021-01-27 00:00:00,6370,35,206
,,10,4,2,2021-01-27 00:00:00,4074,208,240
,,22,15,4,2021-01-27 00:00:00,1309,97,51
,,14,18,20,2021-01-27 00:00:00,4991,137,357
,,25,13,17,2021-01-27 00:00:00,6965,91,367
,,16,12,12,2021-01-27 00:00:00,10199,497,408
,,15,9,8,2021-01-27 00:00:00,7392,9,390
,,1,3,11,2021-01-27 00:00:00,5880,71,392
,,25,11,4,2021-01-27 00:00:00,5950,25,238
,,8,5,16,2021-01-27 00:00:00,10395,57,336
,,13,8,9,2021-01-27 00:00:00,6174,33,247
,,25,3,1,2021-01-27 00:00:00,15239,170,1524
,,18,19,15,2021-01-27 00:00:00,2219,145,247
,,21,22,1,2021-01-27 00:00:00,3150,70,243
,,21,10,6,2021-01-27 00:00:00,2968,216,212
,,7,13,14,2021-01-27 00:00:00,3241,199,163
,,16,1,9,2021-01-27 00:00:00,3605,120,151
,,20,1,3,2021-01-28 00:00:00,3640,169,174
,,11,7,3,2021-01-28 00:00:00,1309,294,77
,,12,14,10,2021-01-28 00:00:00,10346,131,739
,,16,13,19,2021-01-28 00:00:00,1071,359,54
,,11,23,1,2021-01-28 00:00:00,6328,119,791
,,14,1,4,2021-01-28 00:00:00,1820,143,68
,,0,14,8,2021-01-28 00:00:00,3437,179,157
,,21,4,22,2021-01-28 00:00:00,4550,214,455
,,1,7,9,2021-01-28 00:00:00,2968,259,110
,,8,5,10,2021-01-28 00:00:00,12565,4,898
,,21,7,13,2021-01-28 00:00:00,8246,294,318
,,0,2,14,2021-01-28 00:00:00,1190,137,70
,,22,9,10,2021-01-28 00:00:00,3283,146,183
,,5,0,12,2021-01-28 00:00:00,3087,300,115
,,20,8,8,2021-01-28 00:00:00,6531,244,297
,,19,17,22,2021-01-28 00:00:00,4228,55,249
,,22,11,7,2021-01-28 00:00:00,10094,118,389
,,18,3,13,2021-01-28 00:00:00,182,46,6
,,13,15,22,2021-01-28 00:00:00,616,151,37
,,22,17,20,2021-01-29 00:00:00,12131,121,809
,,14,24,9,2021-01-29 00:00:00,2394,323,93
,,15,2,22,2021-01-29 00:00:00,14287,89,841
,,11,22,5,2021-01-29 00:00:00,10941,185,730
,,22,23,9,2021-01-29 00:00:00,7777,345,260
,,6,13,15,2021-01-29 00:00:00,9436,7,858
,,14,1,11,2021-01-29 00:00:00,1267,104,116
,,14,17,4,2021-01-29 00:00:00,8806,32,327
,,6,16,8,2021-01-29 00:00:00,3640,403,243
,,14,23,7,2021-01-29 00:00:00,4900,239,182
,,17,18,22,2021-01-29 00:00:00,5558,219,348
,,4,22,5,2021-01-29 00:00:00,9142,1,436
,,7,23,14,2021-01-29 00:00:00,3514,143,235
,,2,13,0,2021-01-29 00:00:00,140,91,10
,,16,16,21,2021-02-01 00:00:00,11844,211,439
,,10,15,13,2021-02-01 00:00:00,6517,54,233
,,14,8,13,2021-02-01 00:00:00,8715,24,282
,,9,2,16,2021-02-01 00:00:00,4851,455,180
,,1,17,16,2021-02-01 00:00:00,10983,185,379
,,18,18,6,2021-02-01 00:00:00,3290,75,329
,,11,6,16,2021-02-01 00:00:00,6545,86,212
,,10,1,1,2021-02-01 00:00:00,441,7,45
,,8,21,8,2021-02-01 00:00:00,9849,75,580
,,0,22,22,2021-02-01 00:00:00,3073,9,308
,,21,24,16,2021-02-01 00:00:00,4452,75,149
,,15,19,2,2021-02-01 00:00:00,10220,105,538
,,0,23,1,2021-02-01 00:00:00,3150,11,210
,,14,17,20,2021-02-01 00:00:00,6083,43,381
,,5,23,11,2021-02-01 00:00:00,14063,140,1407
,,14,10,1,2021-02-01 00:00:00,4578,256,306
,,2,2,22,2021-02-01 00:00:00,6454,21,461
,,16,11,12,2021-02-02 00:00:00,6650,166,256
,,1,14,17,2021-02-02 00:00:00,2436,203,94
,,18,9,8,2021-02-02 00:00:00,6944,33,331
,,9,8,4,2021-02-02 00:00:00,19817,126,684
,,1,2,0,2021-02-02 00:00:00,3521,50,235
,,15,5,4,2021-02-02 00:00:00,10458,546,327
,,22,15,3,2021-02-02 00:00:00,1302,401,57
,,3,18,4,2021-02-02 00:00:00,7952,221,249
,,12,6,10,2021-02-02 00:00:00,4753,133,265
,,11,14,2,2021-02-02 00:00:00,11452,81,546
,,10,8,21,2021-02-02 00:00:00,9345,124,390
,,19,8,14,2021-02-02 00:00:00,7490,172,357
,,4,21,16,2021-02-02 00:00:00,1519,127,57
,,0,16,20,2021-02-02 00:00:00,3087,135,155
,,6,16,20,2021-02-02 00:00:00,2352,178,168
,,21,7,6,2021-02-02 00:00:00,11578,76,891
,,11,24,17,2021-02-02 00:00:00,462,223,22
,,22,21,7,2021-02-03 00:00:00,6916,32,315
,,11,8,15,2021-02-03 00:00:00,3248,101,542
,,4,7,13,2021-02-03 00:00:00,6475,431,240
,,24,16,17,2021-02-03 00:00:00,9009,129,501
,,21,19,22,2021-02-03 00:00:00,2835,20,189
,,8,21,13,2021-02-03 00:00:00,7644,77,294
,,2,23,1,2021-02-03 00:00:00,3360,48,240
,,2,24,14,2021-02-03 00:00:00,1379,246,99
,,13,24,16,2021-02-03 00:00:00,9534,229,382
,,21,24,17,2021-02-03 00:00:00,14448,28,657
,,22,11,6,2021-02-03 00:00:00,3829,432,240
,,10,15,15,2021-02-04 00:00:00,9086,206,758
,,16,1,13,2021-02-04 00:00:00,5803,299,194
,,4,16,12,2021-02-04 00:00:00,182,36,7
,,17,4,2,2021-02-04 00:00:00,9863,21,520
,,6,3,15,2021-02-04 00:00:00,4046,80,289
,,0,10,11,2021-02-04 00:00:00,3493,140,350
,,12,7,5,2021-02-04 00:00:00,392,89,18
,,9,14,21,2021-02-04 00:00:00,2534,19,111
,,13,23,2,2021-02-04 00:00:00,7084,6,308
,,9,4,15,2021-02-04 00:00:00,4809,70,344
,,19,1,9,2021-02-04 00:00:00,7959,273,266
,,16,1,3,2021-02-04 00:00:00,10521,231,527
,,16,13,11,2021-02-04 00:00:00,56,168,5
,,2,10,6,2021-02-04 00:00:00,3017,103,189
,,15,14,15,2021-02-04 00:00:00,18949,300,2707
,,22,10,13,2021-02-04 00:00:00,8764,69,338
,,8,2,19,2021-02-04 00:00:00,12201,103,643
,,20,24,21,2021-02-04 00:00:00,11935,189,460
,,1,5,20,2021-02-04 00:00:00,3724,322,266
,,24,19,10,2021-02-04 00:00:00,2646,70,166
,,10,8,22,2021-02-04 00:00:00,686,18,46
,,15,0,20,2021-02-04 00:00:00,2037,272,128
,,24,14,8,2021-02-04 00:00:00,6300,208,300
,,11,13,17,2021-02-04 00:00:00,2541,14,111
,,25,8,19,2021-02-04 00:00:00,1883,97,118
,,5,2,21,2021-02-04 00:00:00,10255,180,446
,,13,23,4,2021-02-05 00:00:00,5803,98,233
,,0,8,0,2021-02-05 00:00:00,8260,239,1033
,,22,21,6,2021-02-05 00:00:00,14868,5,1859
,,10,5,10,2021-02-05 00:00:00,4137,10,276
,,3,23,4,2021-02-05 00:00:00,7161,480,276
,,22,11,9,2021-02-05 00:00:00,9625,149,332
,,2,7,16,2021-02-05 00:00:00,12852,296,429
,,17,13,10,2021-02-05 00:00:00,7546,365,581
,,2,17,10,2021-02-05 00:00:00,4123,104,275
,,18,8,16,2021-02-05 00:00:00,13174,78,573
,,21,17,0,2021-02-05 00:00:00,7637,161,546
,,17,24,6,2021-02-05 00:00:00,3311,128,332
,,18,2,19,2021-02-05 00:00:00,2338,52,107
,,6,8,7,2021-02-08 00:00:00,3465,228,139
,,21,18,17,2021-02-08 00:00:00,2345,435,107
,,17,7,16,2021-02-08 00:00:00,12698,53,471
,,1,22,2,2021-02-08 00:00:00,6678,24,334
,,15,7,6,2021-02-08 00:00:00,4851,120,324
,,5,15,9,2021-02-08 00:00:00,336,164,12
,,15,7,15,2021-02-08 00:00:00,2366,8,198
,,5,5,3,2021-02-08 00:00:00,10598,226,461
,,1,8,20,2021-02-08 00:00:00,13293,199,665
,,24,18,0,2021-02-08 00:00:00,2086,90,261
,,25,0,17,2021-02-08 00:00:00,2751,133,120
,,7,13,21,2021-02-08 00:00:00,5481,283,275
,,0,5,20,2021-02-08 00:00:00,5628,11,433
,,13,24,7,2021-02-08 00:00:00,2660,113,89
,,20,8,5,2021-02-09 00:00:00,1386,157,82
,,21,23,13,2021-02-09 00:00:00,11060,175,382
,,19,0,8,2021-02-09 00:00:00,2919,147,172
,,4,7,3,2021-02-09 00:00:00,8680,334,457
,,0,11,21,2021-02-09 00:00:00,1484,362,71
,,21,13,8,2021-02-09 00:00:00,16919,199,996
,,18,0,4,2021-02-09 00:00:00,13188,215,440
,,11,6,19,2021-02-09 00:00:00,4998,182,294
,,8,16,2,2021-02-09 00:00:00,6146,64,342
,,2,14,13,2021-02-09 00:00:00,5621,162,217
,,17,16,14,2021-02-09 00:00:00,980,75,47
,,12,24,5,2021-02-10 00:00:00,7343,116,350
,,1,19,7,2021-02-10 00:00:00,1750,9,63
,,9,8,10,2021-02-10 00:00:00,2464,90,165
,,0,11,13,2021-02-10 00:00:00,1974,47,86
,,13,0,1,2021-02-10 00:00:00,11823,52,986
,,16,15,2,2021-02-10 00:00:00,7350,250,335
,,16,1,6,2021-02-10 00:00:00,4165,170,417
,,10,8,2,2021-02-10 00:00:00,630,41,28
,,0,7,6,2021-02-10 00:00:00,2282,238,143
,,21,7,11,2021-02-10 00:00:00,5250,37,292
,,6,7,5,2021-02-10 00:00:00,11676,253,730
,,21,18,7,2021-02-10 00:00:00,14917,289,533
,,13,7,12,2021-02-11 00:00:00,4634,100,155
,,9,11,12,2021-02-11 00:00:00,819,196,27
,,3,14,9,2021-02-11 00:00:00,2422,60,106
,,12,19,12,2021-02-11 00:00:00,1463,158,59
,,16,1,12,2021-02-11 00:00:00,1050,10,32
,,20,23,17,2021-02-11 00:00:00,1526,527,85
,,10,9,0,2021-02-11 00:00:00,427,163,27
,,6,24,21,2021-02-11 00:00:00,10976,132,440
,,25,15,14,2021-02-12 00:00:00,6503,299,407
,,12,10,3,2021-02-12 00:00:00,21,300,1
,,9,10,10,2021-02-12 00:00:00,7063,13,393
,,22,1,17,2021-02-12 00:00:00,3990,50,200
,,8,3,1,2021-02-12 00:00:00,1806,184,129
,,19,2,22,2021-02-12 00:00:00,10136,115,597
,,15,4,5,2021-02-12 00:00:00,1288,119,62
,,20,7,22,2021-02-12 00:00:00,1295,107,87
,,0,17,1,2021-02-12 00:00:00,6461,288,718
,,13,9,12,2021-02-12 00:00:00,4949,31,155
,,17,22,11,2021-02-12 00:00:00,5432,39,302
,,16,13,7,2021-02-12 00:00:00,7112,55,246
,,15,10,17,2021-02-12 00:00:00,266,112,11
,,9,24,0,2021-02-12 00:00:00,6202,44,414
,,13,9,4,2021-02-15 00:00:00,1057,288,43
,,16,23,9,2021-02-15 00:00:00,1925,460,67
,,25,8,2,2021-02-15 00:00:00,1841,185,77
,,14,19,21,2021-02-15 00:00:00,1204,5,61
,,25,22,2,2021-02-15 00:00:00,4074,146,186
,,19,24,12,2021-02-15 00:00:00,4473,39,150
,,19,4,6,2021-02-15 00:00:00,2947,210,246
,,24,11,16,2021-02-15 00:00:00,15386,59,642
,,25,10,13,2021-02-15 00:00:00,4690,229,188
,,22,5,22,2021-02-15 00:00:00,343,158,39
,,8,1,14,2021-02-15 00:00:00,3052,393,146
,,2,0,12,2021-02-15 00:00:00,686,187,25
,,25,7,22,2021-02-15 00:00:00,6993,133,538
,,18,4,13,2021-02-16 00:00:00,5236,170,169
,,6,8,21,2021-02-16 00:00:00,8638,212,333
,,14,22,12,2021-02-16 00:00:00,5712,288,191
,,10,5,14,2021-02-16 00:00:00,6258,334,330
,,25,11,1,2021-02-16 00:00:00,3234,90,294
,,16,21,16,2021-02-16 00:00:00,17577,32,677
,,11,5,10,2021-02-16 00:00:00,12684,217,668
,,9,2,3,2021-02-16 00:00:00,1239,29,54
,,16,4,0,2021-02-16 00:00:00,3402,55,243
,,15,21,8,2021-02-16 00:00:00,11382,432,633
,,17,21,13,2021-02-16 00:00:00,7133,212,265
,,13,21,13,2021-02-17 00:00:00,8309,171,333
,,24,9,11,2021-02-17 00:00:00,1435,3,131
,,7,13,10,2021-02-17 00:00:00,3227,126,216
,,4,3,9,2021-02-17 00:00:00,133,195,6
,,9,0,3,2021-02-17 00:00:00,5446,425,273
,,15,2,3,2021-02-17 00:00:00,4424,91,261
,,13,4,13,2021-02-17 00:00:00,1827,168,80
,,25,3,12,2021-02-17 00:00:00,8232,264,305
,,14,0,0,2021-02-17 00:00:00,861,262,62
,,1,3,1,2021-02-17 00:00:00,8099,178,675
,,21,0,20,2021-02-17 00:00:00,5894,592,281
,,4,24,4,2021-02-17 00:00:00,8211,601,257
,,14,8,4,2021-02-17 00:00:00,10360,206,415
,,8,23,13,2021-02-17 00:00:00,5145,98,166
,,5,10,0,2021-02-17 00:00:00,9163,235,1146
